DC_POWER,AC_POWER,DAILY_YIELD,TOTAL_YIELD
0,0,0,7045068
0,0,0,6788927
0,0,0,7014252
0,0,0,6345776
0,0,0,7122116
0,0,0,6265313
0,0,0,6190002
0,0,0,6994033
0,0,0,7609076
0,0,0,7165435
0,0,0,7212666
0,0,0,7034815
0,0,0,7186257
0,0,0,6528476
0,0,0,7104360
0,0,0,6277738
0,0,0,6322510
0,0,0,7184410
0,0,0,6191360
0,0,0,7175477
0,0,0,7117866
0,0,0,7023182
0,0,0,7045068
0,0,0,6788927
0,0,0,7014252
0,0,0,6345776
0,0,0,7122116
49.28571429,4.757142857,0,6265313
57.25,5.525,0,6190002
56.625,5.4625,0,6994033
43.71428571,4.214285714,0,7609076
57,5.5,0.285714286,7165435.286
59.85714286,5.785714286,0,7212666
55.375,5.35,0,7034815
57.57142857,5.557142857,0.142857143,7186257.143
67.125,6.4875,0,6528476
42.14285714,4.057142857,0,7104360
72.125,6.95,0,6277738
37.14285714,3.585714286,0,6322510
40.28571429,3.885714286,0,7184410
65.125,6.2875,0,6191360
39.57142857,3.828571429,0.285714286,7175477.286
41.42857143,4,0,7117866
40.85714286,3.942857143,0.285714286,7023182.286
40.57142857,3.914285714,0,7045068
56,5.4,0,6788927
56.85714286,5.485714286,0.571428571,7014252.571
53.71428571,5.185714286,0,6345776
41.42857143,4,0,7122116
309,29.8625,3.875,6265316.875
353.1428571,34.15714286,3.714285714,6190005.714
346.5714286,33.48571429,3.714285714,6994036.714
349,33.725,3.75,7609079.75
348.25,33.675,4.75,7165439.75
357.375,34.525,4,7212670
344.4285714,33.27142857,3.714285714,7034818.714
342.25,33.0625,4.875,7186261.875
346.4285714,33.44285714,3.714285714,6528479.714
342.25,33.05,4.25,7104364.25
363.4285714,35.11428571,4.285714286,6277742.286
310.375,30,4.25,6322514.25
332.75,32.15,3.75,7184413.75
338.7142857,32.72857143,3.714285714,6191363.714
330.25,31.925,4.75,7175481.75
336.75,32.55,3.75,7117869.75
336.5,32.55,4.625,7023186.625
336.625,32.55,4,7045072
339.5,32.825,4.25,6788931.25
342.125,33.0875,5.25,7014257.25
335.375,32.4125,4.125,6345780.125
334.25,32.3,3.625,7122119.625
651.7142857,63.12857143,15.14285714,6265328.143
735.5,71.3,17.25,6190019.25
724.75,70.275,16.875,6994049.875
717.5714286,69.57142857,16.42857143,7609092.429
718.5714286,69.62857143,17.42857143,7165452.429
733.8571429,71.12857143,16.85714286,7212682.857
720.875,69.875,15.75,7034830.75
710,68.8,17.14285714,7186274.143
719.125,69.7,16.625,6528492.625
704.4285714,68.27142857,16.28571429,7104376.286
744.5,72.175,17.5,6277755.5
650.5714286,63,16,6322526
695.4285714,67.37142857,16.28571429,7184426.286
699.25,67.775,16,6191376
692,67.05714286,16.57142857,7175493.571
698.5714286,67.7,16,7117882
702.8571429,68.14285714,16.85714286,7023198.857
700.2857143,67.85714286,16.28571429,7045084.286
704,68.22857143,16.42857143,6788943.429
708.1428571,68.62857143,18.14285714,7014270.143
700.7142857,67.94285714,16.28571429,6345792.286
698.7142857,67.72857143,16.28571429,7122132.286
1054.375,102.475,36.125,6265349.125
1174.714286,114.2571429,39.85714286,6190041.857
1167.285714,113.5285714,39.28571429,6994072.286
1119.714286,108.8142857,36.85714286,7609112.857
1152.125,112.0125,39.625,7165474.625
1146.428571,111.4857143,38.28571429,7212704.286
1158.142857,112.6142857,38.71428571,7034853.714
1108.285714,107.7428571,37.71428571,7186294.714
1150.285714,111.8428571,38.71428571,6528514.714
1100.285714,106.9428571,36.57142857,7104396.571
1190.285714,115.7714286,40.28571429,6277778.286
1049.375,101.9875,36,6322546
1125.5,109.4125,38,7184448
1119.428571,108.8142857,37.85714286,6191397.857
1117.625,108.65,38.75,7175515.75
1127.625,109.6125,38,7117904
1129.5,109.825,39.375,7023221.375
1129.75,109.8375,38.5,7045106.5
1127.875,109.6375,38.625,6788965.625
1134.25,110.25,40.125,7014292.125
1128.75,109.7125,38.5,6345814.5
1125.75,109.475,38.375,7122154.375
1458.571429,142.2857143,66.28571429,6265379.286
1583,154.7571429,71.14285714,6190073.143
1605.125,156.9625,73.125,6994106.125
1542.75,150.75,69.25,7609145.25
1585.857143,155.0714286,73,7165508
1582.75,154.775,71.375,7212737.375
1593.625,155.85,73.125,7034888.125
1531,149.55,70,7186327
1578.5,154.375,72.25,6528548.25
1521.5,148.6,68.125,7104428.125
1602.142857,156.7,72.14285714,6277810.143
1447,141.1285714,66,6322576
1552.285714,151.6714286,70.85714286,7184480.857
1540,150.4375,70.125,6191430.125
1540.714286,150.5857143,70.28571429,7175547.286
1550.285714,151.5428571,70.42857143,7117936.429
1555.142857,151.9428571,72.14285714,7023254.143
1558.857143,152.3857143,70.71428571,7045138.714
1553,151.8,70.85714286,6788997.857
1559.428571,152.4142857,72.28571429,7014324.286
1556.142857,152.1,70.57142857,6345846.571
1555.285714,152.0428571,70.42857143,7122186.429
1852.625,181.6,106.375,6265419.375
2019.125,197.925,115.125,6190117.125
2040.571429,200.0428571,117.5714286,6994150.571
1965.285714,192.6428571,112.2857143,7609188.286
1986.571429,194.7428571,114.8571429,7165549.857
2017.428571,197.7571429,115.2857143,7212781.286
2022.714286,198.3142857,117.1428571,7034932.143
1951.571429,191.3285714,112.4285714,7186369.429
2007.142857,196.7714286,115.5714286,6528591.571
1936.714286,189.8571429,111.1428571,7104471.429
2043.375,200.3125,118,6277856
1841.125,180.4875,106.625,6322616.625
1973.75,193.5,113.875,7184523.875
1953.285714,191.4714286,112.5714286,6191472.571
1966.5,192.7875,113.5,7175590.5
1975.25,193.6125,113.5,7117979.5
1949.142857,191.0571429,111.7142857,7023293.714
1986.875,194.7625,114.125,7045182.125
1944.857143,190.6857143,110.7142857,6789037.714
1953.142857,191.4285714,112.4285714,7014364.429
1981.625,194.275,113.75,6345889.75
1979.375,194.0125,113.875,7122229.875
2322.142857,227.7,157.4285714,6265470.429
2537.857143,248.8857143,170.2857143,6190172.286
2525.714286,247.6714286,169.1428571,6994202.143
2467.875,242.025,165.875,7609241.875
2504.875,245.625,169.5,7165604.5
2536.125,248.7125,170.625,7212836.625
2507,245.8428571,168.8571429,7034983.857
2453.5,240.6,165.75,7186422.75
2528.25,247.9375,170.625,6528646.625
2434.75,238.75,165.125,7104525.125
2568.285714,251.8571429,174,6277912
2306.714286,226.1714286,156.8571429,6322666.857
2486.714286,243.8142857,168,7184578
2466.5,241.8625,166.25,6191526.25
2469.142857,242.1142857,168.2857143,7175645.286
2478,243,168.1428571,7118034.143
2453.625,240.6125,165.5,7023347.5
2504.428571,245.5857143,168.4285714,7045236.429
2447.25,239.975,164.25,6789091.25
2464.375,241.675,166.875,7014418.875
2486,243.7857143,168.4285714,6345944.429
2494.857143,244.6285714,167.5714286,7122283.571
3222,316.5,223.625,6265536.625
3546.75,348.525,243.375,6190245.375
3509,344.8375,241.5,6994274.5
3427.571429,336.8428571,238.7142857,7609314.714
3466.428571,340.7714286,241.7142857,7165676.714
3524.571429,346.4714286,243,7212909
3455.25,339.5125,240.5,7035055.5
3397.428571,333.8857143,235.8571429,7186492.857
3496,343.6428571,245.5714286,6528721.571
3359.285714,330.0857143,234.8571429,7104594.857
3585.5,352.325,248.25,6277986.25
3195.875,313.95,223,6322733
3454.375,339.4875,239.75,7184649.75
3411.285714,335.2428571,238.7142857,6191598.714
3418.5,335.95,240.625,7175717.625
3371.142857,331.3142857,235,7118101
3392.714286,333.4428571,235.5714286,7023417.571
3477.625,341.8,241,7045309
3376.428571,331.8428571,233.8571429,6789160.857
3411.142857,335.2571429,238.5714286,7014490.571
3448.125,338.8625,242,6346018
3400.571429,334.2,234.1428571,7122350.143
3960,389.1142857,315.2857143,6265628.286
4387,430.7857143,342.8571429,6190344.857
4354.285714,427.6142857,340.4285714,6994373.429
4226.375,415.125,333.75,7609409.75
4253.75,417.8125,337.125,7165772.125
4353.125,427.4875,341,7213007
4297.142857,422.1,337,7035152
4161.25,408.7875,329.5,7186586.5
4228.571429,415.3857143,335,6528811
4115.75,404.3,327.75,7104687.75
4440.142857,436,348.1428571,6278086.143
3922.714286,385.4714286,310.7142857,6322820.714
4198.142857,412.4,333.8571429,7184743.857
4119.857143,404.7428571,326.5714286,6191686.571
4144.571429,407.1714286,334,7175811
4130.125,405.7,328,7118194
4157.5,408.45,328.875,7023510.875
4210.857143,413.6571429,336.1428571,7045404.143
4143.375,407.0625,330,6789257
4179.125,410.5125,332.875,7014584.875
4184.857143,411.1285714,336.4285714,6346112.429
4170.125,409.6625,328.625,7122444.625
4544.5,446.125,420,6265733
5030.75,493.2125,460.75,6190462.75
5015.5,491.7125,457.75,6994490.75
4837.571429,474.3857143,444.7142857,7609520.714
4800.285714,470.6571429,448,7165883
4989,489.0857143,458.8571429,7213124.857
4961.25,486.4,450,7035265
4749.285714,465.7428571,438.4285714,7186695.429
4863.25,476.8125,446.125,6528922.125
4710.142857,462.1285714,435.7142857,7104795.714
5089.125,498.9125,464.875,6278202.875
4496.5,441.4125,417.5,6322927.5
4719.571429,462.8571429,436.1428571,7184846.143
4711.75,462.175,434.75,6191794.75
4723.375,463.275,443,7175920
4699.571429,461.0285714,436.4285714,7118302.429
4707.857143,461.7571429,437.5714286,7023619.571
4777.875,468.575,449.25,7045517.25
4675.714286,458.7285714,438.2857143,6789365.286
4695.571429,460.6,441.7142857,7014693.714
4733,464.1428571,438.4285714,6346214.429
4703.857143,461.3142857,440.1428571,7122556.143
5652,553.9,542.1428571,6265855.143
6190.142857,606.4714286,595.2857143,6190597.286
6138,601.3857143,590.4285714,6994623.429
5856.25,573.85,574.25,7609650.25
6130.75,600.6625,578.625,7166013.625
6029.25,590.75,591.875,7213257.875
5936.857143,581.7571429,580.7142857,7035395.714
5957.125,583.6875,570.875,7186827.875
5857.428571,573.9714286,575.8571429,6529051.857
5879.75,576.1875,563.125,7104923.125
6265.142857,613.8,600.1428571,6278338.143
5575.428571,546.4571429,538,6323048
5924.25,580.5,568.375,7184978.375
5695.428571,558.2428571,560.5714286,6191920.571
5962.571429,584.2428571,570.2857143,7176047.286
5718.875,560.425,562.75,7118428.75
5943.625,582.3625,569.75,7023751.75
6091.714286,596.8857143,578.8571429,7045646.857
5939.125,581.9625,565.375,6789492.375
5967.875,584.75,569.5,7014821.5
5889.375,577.1,566.25,6346342.25
5958.625,583.8625,568.125,7122684.125
6135.75,601.1875,689.25,6266002.25
6910.75,676.8125,758.875,6190760.875
6697.75,656.0125,751.5,6994784.5
6347.857143,621.8714286,728.5714286,7609804.571
6607,647.2,735.7142857,7166170.714
6643.714286,650.7428571,751.5714286,7213417.571
6545.875,641.1875,738.375,7035553.375
6316.571429,618.8428571,725.1428571,7186982.143
6525.375,639.2375,731.875,6529207.875
6234.857143,610.8285714,716.7142857,7105076.714
6839.125,669.8125,764,6278502
6095.75,597.275,681.875,6323191.875
6524,639.0571429,724.4285714,7185134.429
6264.5,613.7375,712.75,6192072.75
6432.142857,630.1142857,714.7142857,7176191.714
6478.857143,634.6714286,716.5714286,7118582.571
6466.857143,633.5142857,724.8571429,7023906.857
6488.428571,635.6142857,724.8571429,7045792.857
6435.142857,630.4142857,719,6789646
6468.142857,633.6714286,723.7142857,7014975.714
6538.857143,640.5285714,722.4285714,6346498.429
6489.714286,635.7428571,724,7122840
5922,580.2714286,838.1428571,6266151.143
6791.428571,665.1857143,926.4285714,6190928.429
6728.571429,659.0571429,919.2857143,6994952.286
6374.75,624.4875,888.5,7609964.5
6457.5,632.6,901.625,7166336.625
6481.125,634.8875,916.125,7213582.125
6406,627.5285714,906.1428571,7035721.143
6365,623.5625,883.375,7187140.375
6532.285714,639.9,892.5714286,6529368.571
6384.875,625.5125,874.375,7105234.375
6854.857143,671.3714286,937.7142857,6278675.714
5771.714286,565.5857143,829.5714286,6323339.571
6440.625,630.95,883.75,7185293.75
6363.571429,623.4142857,869.1428571,6192229.143
6378.625,624.8875,872.625,7176349.625
6411,628.05,875.5,7118741.5
6349.875,622.1125,882.75,7024064.75
6423,629.2,883.75,7045951.75
6341.75,621.3,875.5,6789802.5
6322.75,619.425,880.5,7015132.5
6466.125,633.45,881.75,6346657.75
6388.875,625.8875,882.625,7122998.625
5344.571429,524.0571429,962,6266275
5963.25,584.3375,1080.5,6191082.5
5961.375,584.15,1070,6995103
5668,555.4857143,1033.857143,7610109.857
5998.714286,587.8,1050,7166485
5960.428571,584.0428571,1064.428571,7213730.429
5964.5,584.45,1055.25,7035870.25
5572.142857,546.1571429,1029.142857,7187286.143
5710.25,559.6,1037.125,6529513.125
5726.428571,561.1714286,1023.428571,7105383.429
6056.75,593.4625,1093.375,6278831.375
5302.714286,519.8714286,951.4285714,6323461.429
5855.857143,573.8285714,1033.285714,7185443.286
5626.875,551.475,1012.75,6192372.75
5964,584.3857143,1021,7176498
5857,573.9428571,1028.571429,7118894.571
5845.428571,572.8,1029.571429,7024211.571
5975.571429,585.5,1033.142857,7046101.143
5748.142857,563.3285714,1019.857143,6789946.857
5749.285714,563.4142857,1027.571429,7015279.571
5794.857143,567.8857143,1032,6346808
5959,583.9,1031.571429,7123147.571
5574.875,546.3875,1099,6266412
6108.142857,598.4714286,1227.142857,6191229.143
6094.428571,597.1142857,1217.571429,6995250.571
5945.875,582.5875,1177.5,7610253.5
6050.125,592.8125,1196.25,7166631.25
6115.625,599.2125,1212,7213878
5966.285714,584.6285714,1201.714286,7036016.714
5919.75,580.075,1170.5,7187427.5
5927.428571,580.8,1181.285714,6529657.286
5832.5,571.55,1166.875,7105526.875
6174.428571,604.9428571,1242,6278980
5475.75,536.6875,1085.375,6323595.375
5941.625,582.225,1177.875,7185587.875
5785.571429,566.9857143,1151.857143,6192511.857
5760,564.4625,1168.5,7176645.5
5812.625,569.625,1172.25,7119038.25
5952.25,583.2625,1173.375,7024355.375
5830.125,571.325,1178.625,7046246.625
5820.625,570.375,1161,6790088
5892.125,577.375,1173.75,7015425.75
5884.25,576.625,1174.75,6346950.75
5915,579.6,1176.625,7123292.625
6790.285714,665.0571429,1247.142857,6266560.143
8083,791.075,1397.875,6191399.875
8112.875,794.0125,1389.375,6995422.375
7556.857143,739.8142857,1336.571429,7610412.571
7223.285714,707.2857143,1353.571429,7166788.571
7780.428571,761.6142857,1376.285714,7214042.286
7880.5,771.3375,1368.125,7036183.125
7337.714286,718.4571429,1326.857143,7187583.857
7447.25,729.1125,1344.375,6529820.375
7498.571429,734.1,1321.571429,7105681.571
8174.25,799.9875,1413,6279151
6861.428571,671.9857143,1232.142857,6323742.143
7295.571429,714.3285714,1332.428571,7185742.429
7192.5,704.275,1308.125,6192668.125
6622.142857,648.6571429,1317.142857,7176794.143
7155.142857,700.6285714,1325.714286,7119191.714
7221.142857,707.0714286,1329.142857,7024511.143
6485.571429,635.3285714,1328.857143,7046396.857
7072.714286,692.6142857,1317.857143,6790244.857
6962.428571,681.8571429,1326.571429,7015578.571
7415.142857,726.0142857,1333.857143,6347109.857
6979.428571,683.5285714,1331.285714,7123447.286
8004.75,783.4875,1437.25,6266750.25
7359.571429,720.5,1604,6191606
7518.571429,736.0285714,1599.285714,6995632.286
7450.625,729.3875,1538.5,7610614.5
7594.875,743.5,1547.5,7166982.5
8182.875,800.775,1587.25,7214253.25
7795.714286,763.0428571,1574.285714,7036389.286
7418.875,726.3125,1522.875,7187779.875
8569.142857,838.4714286,1553,6530029
7009.75,686.4125,1512.625,7105872.625
7450.857143,729.4142857,1623.142857,6279361.143
7711.375,754.8875,1421.125,6323931.125
6805,666.425,1517,7185927
8004.428571,783.4428571,1508.714286,6192868.714
6088.125,596.425,1483.5,7176960.5
6233.625,610.6875,1501.875,7119367.875
6943.75,679.9625,1517.125,7024699.125
6482.75,634.975,1497,7046565
8002.375,783.2375,1514.875,6790441.875
7622.875,746.225,1516,7015768
6669.625,653.225,1517.875,6347293.875
6700.625,656.2375,1511.5,7123627.5
7432,727.6142857,1618.857143,6266931.857
7505.875,734.75,1763.375,6191765.375
7764.625,759.95,1766.875,6995799.875
6839.857143,669.8714286,1700.857143,7610776.857
6964.857143,682.0142857,1709.714286,7167144.714
7224.142857,707.3714286,1761.857143,7214427.857
7914,774.5375,1747.125,7036562.125
6943.714286,679.9285714,1683.285714,7187940.286
7600.75,744,1734.5,6530210.5
6633.571429,649.7142857,1665.714286,7106025.714
7628.625,746.6875,1787.125,6279525.125
7059.285714,691.2142857,1587.714286,6324097.714
6608.714286,647.2714286,1668.142857,7186078.143
7136.875,698.75,1676.625,6193036.625
7047.142857,689.9714286,1626.428571,7177103.429
6976.285714,683.0714286,1646.428571,7119512.429
6710,657.1428571,1671,7024853
6967.714286,682.2285714,1642.714286,7046710.714
7183.285714,703.3142857,1684.857143,6790611.857
7359.857143,720.4571429,1681,7015933
6681.714286,654.3857143,1667,6347443
6805.142857,666.3714286,1660.142857,7123776.143
9595.875,938.45,1826.125,6267139.125
9709.142857,949.3571429,1989.285714,6191991.286
10182,995.4571429,1997.714286,6996030.714
10201.42857,997.3857143,1906.857143,7610982.857
9376.75,917.025,1913.375,7167348.375
10685.57143,1044.428571,1975.571429,7214641.571
10567.14286,1032.914286,1979.285714,7036794.286
9287.285714,908.3714286,1870.428571,7188127.429
10013.14286,979,1949.714286,6530425.714
9710.714286,949.6142857,1859.285714,7106219.286
9907,968.6285714,2016.857143,6279754.857
9365.625,915.975,1790,6324300
8931.625,873.725,1872.375,7186282.375
9244.285714,904.1428571,1878.285714,6193238.286
8583.75,839.825,1833,7177310
8288,811.0125,1850.875,7119716.875
8981.625,878.6125,1867,7025049
8582.75,839.7,1848.5,7046916.5
9428,922.0375,1890.625,6790817.625
8868,867.3875,1883.625,7016135.625
8814.25,862.2625,1876.125,6347652.125
8549.125,836.4125,1855,7123971
8451,826.7571429,2066.285714,6267379.286
8743.285714,855.3857143,2190.142857,6192192.143
9655.125,944.15,2225.375,6996258.375
8663.75,847.625,2128.375,7611204.375
7467.571429,730.8428571,2139.714286,7167574.714
8860.625,866.8125,2215.125,7214881.125
9953.125,972.8875,2217,7037032
8010.875,784,2096.5,7188353.5
8517.875,833.375,2189.5,6530665.5
8363.625,818.35,2074.5,7106434.5
9145.285714,894.5142857,2226.714286,6279964.714
8319.285714,813.9714286,2016.428571,6324526.429
8029.285714,785.8285714,2077.142857,7186487.143
8120,794.6,2104.375,6193464.375
7636,747.5142857,2028.428571,7177505.429
7743.285714,757.9857143,2040.571429,7119906.571
7484,732.7142857,2080.571429,7025262.571
7800.571429,763.5,2046.714286,7047114.714
7621,745.6,2120.714286,6791047.714
7897.142857,772.6285714,2108,7016360
8408.142857,822.6857143,2075.285714,6347851.286
8204.571429,802.9285714,2063.714286,7124179.714
8442.25,826.1375,2264.5,6267577.5
8614.875,842.825,2407.75,6192409.75
8632.428571,844.5428571,2448.428571,6996481.429
8381.285714,820.1142857,2335,7611411
7751.571429,758.7571429,2308.428571,7167743.429
8696.142857,850.7714286,2430.857143,7215096.857
9206.714286,900.4714286,2453,7037268
7761.857143,759.7857143,2285.857143,7188542.857
8081.571429,790.9142857,2385.714286,6530861.714
8083.714286,791.0571429,2273.571429,7106633.571
8842,864.95,2451.875,6280189.875
8146.5,797.25,2208,6324718
7979.125,780.85,2273.625,7186683.625
7637.571429,747.6285714,2286.857143,6193646.857
7445.875,728.9125,2218.5,7177695.5
7448.75,729.2,2232.625,7120098.625
7537.142857,737.8142857,2255,7025437
7768.5,760.3625,2236.375,7047304.375
7736.875,757.375,2296.5,6791223.5
7275.375,712.3375,2276.25,7016528.25
8031.375,785.9875,2276.375,6348052.375
7842.875,767.6375,2252.75,7124368.75
7019.714286,687.3714286,2457.428571,6267770.429
8246.571429,807,2618.285714,6192620.286
8106.571429,793.3428571,2647.142857,6996680.143
7870.875,770.3875,2536.75,7611612.75
7809.25,764.4,2501.25,7167936.25
8020.875,785,2636.625,7215302.625
7884.571429,771.6857143,2655.142857,7037470.143
7781.375,761.6625,2483.375,7188740.375
7670.375,750.85,2579.75,6531055.75
7777.5,761.3125,2469.875,7106829.875
8278.571429,810.1285714,2666.857143,6280404.857
6963.571429,681.9285714,2393.142857,6324903.143
7477.285714,732.0714286,2467.285714,7186877.286
7550,739.1125,2476,6193836
6742.714286,660.4142857,2400.142857,7177877.143
7395,724.0142857,2420.857143,7120286.857
7728.25,756.5,2446.75,7025628.75
6869.714286,672.7857143,2419.857143,7047487.857
7465.857143,730.9142857,2490.714286,6791417.714
7375.571429,722.1285714,2467.571429,7016719.571
7795.857143,763.1285714,2471.714286,6348247.714
7518.285714,736.0857143,2444.857143,7124560.857
7335.25,718.15,2639,6267952
6821.5,668.1,2803.375,6192805.375
6856.25,671.45,2836.75,6996869.75
6662.428571,652.5428571,2719.714286,7611795.714
7383.714286,722.8571429,2691.714286,7168126.714
6997.142857,685.1857143,2826.428571,7215492.429
6870.125,672.775,2841.25,7037656.25
7006,686.0285714,2667.142857,7188924.143
7284.285714,713.1857143,2767.857143,6531243.857
6575.571429,644.0857143,2649.142857,7107009.143
6932,678.8625,2855,6280593
6874,673.15,2569.25,6325079.25
7446.625,729.0125,2649.875,7187059.875
7121.571429,697.3285714,2658.714286,6194018.714
7711.625,754.9375,2576.5,7178053.5
7149.125,700.075,2597.25,7120463.25
7149.142857,700,2631,7025813
7862.25,769.575,2599,7047667
7537.571429,737.8571429,2669.142857,6791596.143
7666.571429,750.4428571,2646.714286,7016898.714
7083.5,693.6375,2654.125,6348430.125
7308.625,715.5875,2625.875,7124741.875
9031.857143,883.5285714,2832.142857,6268145.143
8480.428571,829.7714286,2980.571429,6192982.571
9016,881.9,3019.428571,6997052.429
8857.75,866.5375,2900.625,7611976.625
9172.875,897.2125,2883.25,7168318.25
9642.625,943,3020.125,7215686.125
9310.142857,910.6285714,3031,7037846
9089,889.0625,2853.875,7189110.875
9469.714286,926.1285714,2950.428571,6531426.429
8769.75,857.9625,2831.125,7107191.125
8884.714286,869.1285714,3037,6280775
8786.571429,859.6714286,2751.714286,6325261.714
8540.571429,835.6142857,2835.857143,7187245.857
9269,906.6285714,2834.142857,6194194.143
7913.285714,774.5142857,2762.142857,7178239.143
8220.285714,804.3857143,2781,7120647
8922,872.8125,2817,7025999
7980.142857,781.0285714,2788.571429,7047856.571
9420.5,921.3375,2866.75,6791793.75
9282.375,907.875,2840.125,7017092.125
8354.142857,817.4571429,2836.857143,6348612.857
8555.285714,837.0428571,2812,7124928
8473.875,829.2125,3048.5,6268361.5
9595.25,938.3875,3208.875,6193210.875
9562.5,935.2,3255.125,6997288.125
8938.285714,874.4428571,3123,7612199
8935.857143,874.0857143,3107.857143,7168542.857
9006.428571,881.0142857,3250.714286,7215916.714
9273.875,907.0625,3261.875,7038076.875
8988,879.2,3075.428571,7189332.429
9027,883,3181.75,6531657.75
8998.428571,880.2142857,3049.857143,7107409.857
9594.625,938.2875,3272.375,6281010.375
8208.625,803.3,2960.125,6325470.125
9318.875,911.4625,3055,7187465
8930.5,873.6,3058.75,6194418.75
8671.5,848.4125,2965.5,7178442.5
8818.571429,862.7571429,2980.142857,7120846.143
8784.714286,859.4428571,3033.571429,7026215.571
8873.875,868.1375,2997,7048065
8810.142857,861.8571429,3091.714286,6792018.714
8992.571429,879.6428571,3063.428571,7017315.429
9320.625,911.65,3057.5,6348833.5
9293.714286,909.0142857,3019.571429,7125135.571
6788.571429,664.8714286,3237.571429,6268550.571
8014.571429,784.3571429,3429.857143,6193431.857
8137.285714,796.3142857,3471.571429,6997504.571
7290.125,713.75,3325.5,7612401.5
7339.625,718.625,3320,7168755
7517.625,735.95,3456,7216122
7525.428571,736.7428571,3468.142857,7038283.143
7285.75,713.3875,3279.875,7189536.875
6935.142857,679.2142857,3386.428571,6531862.429
7674.25,751.2375,3258.625,7107618.625
8205.428571,802.9285714,3492,6281230
6259.428571,613.2285714,3142.571429,6325652.571
7535.714286,737.7571429,3275.285714,7187685.286
6898.714286,675.6571429,3259.142857,6194619.143
7500.571429,734.2285714,3181.571429,7178658.571
7908.875,774.0125,3200.125,7121066.125
7275.375,712.3375,3243.625,7026425.625
7908.857143,774.0285714,3216.857143,7048284.857
7282.75,713.1,3298.125,6792225.125
7682.375,752.0125,3274.125,7017526.125
7777.142857,761.2428571,3278,6349054
8194.75,801.9375,3245,7125361
10307,1007.65,3450.125,6268763.125
10558,1031.6625,3654.125,6193656.125
10864,1061.4375,3705.75,6997738.75
10846.42857,1059.9,3552.571429,7612628.571
10750.42857,1050.371429,3529.142857,7168964.143
11192.85714,1093.4,3689.571429,7216355.571
10963.625,1071.3125,3698.5,7038513.5
10585.57143,1034.685714,3490.857143,7189747.857
11004.25,1075.4125,3603.125,6532079.125
10442.85714,1020.657143,3474.142857,7107834.143
10987,1073.1375,3724.75,6281462.75
10129,990.3125,3347.25,6325857.25
10505.71429,1026.942857,3480.714286,7187890.714
10423.25,1018.875,3466.875,6194826.875
8771.857143,858.1285714,3361.428571,7178838.429
9343.571429,913.7714286,3403.571429,7121269.571
10483.28571,1024.728571,3451.571429,7026633.571
8863.142857,866.9857143,3399.142857,7048467.143
10928,1067.842857,3508.571429,6792435.571
10558.57143,1031.985714,3480.857143,7017732.857
10110,988.3714286,3481.857143,6349257.857
10059.14286,983.5,3455.714286,7125571.714
11209,1095.285714,3711.857143,6269024.857
10976.14286,1071.7,3920.714286,6193922.714
11736.14286,1144.628571,3981.714286,6998014.714
10944.375,1068.8625,3822.375,7612898.375
11724.125,1143.725,3805.125,7169240.125
11725.375,1143.85,3971.625,7216637.625
11544,1125.942857,3973.714286,7038788.714
11666,1138,3769.75,7190026.75
11986.57143,1168.842857,3883.857143,6532359.857
11265.5,1099.9625,3746.625,7108106.625
11767,1147.428571,4001.714286,6281739.714
10950.42857,1070.171429,3603.714286,6326113.714
11189.875,1092.575,3741.875,7188151.875
11531.28571,1125.314286,3737.714286,6195097.714
9464,925.2125,3585.75,7179062.75
9598.75,938.35,3633.125,7121499.125
11461.125,1118.8625,3720.75,7026902.75
9571.75,935.725,3631.375,7048699.375
11819.875,1152.875,3786.125,6792713.125
11710.125,1142.3375,3754.875,7018006.875
10293,1005.6125,3731.5,6349507.5
11269.75,1100.35,3715.875,7125831.875
9043.625,884.5875,3956.625,6269269.625
8266.625,808.7625,4165.25,6194167.25
8671.375,848.15,4225.25,6998258.25
9179.714286,897.7571429,4069.285714,7613145.286
8402.285714,821.9571429,4077.285714,7169512.286
9862.857143,964.3571429,4232,7216898
8544.625,835.95,4214.25,7039029.25
9550.428571,933.9142857,4024.571429,7190281.571
9961.125,973.6375,4152,6532628
8728.714286,853.7,3990.285714,7108350.286
8682.5,849.1,4252.125,6281990.125
8992.125,879.6625,3847.5,6326357.5
8843.142857,865.0428571,3988.571429,7188398.571
9931.375,971.025,3997.625,6195357.625
7478,732,3793.571429,7179270.571
7705.142857,754.1714286,3848.857143,7121714.857
8167,799.2,3982.142857,7027164.143
7770.571429,760.5428571,3844,7048912
8383.285714,820.2428571,4051,6792978
8358.142857,817.7571429,4017.571429,7018269.571
8358.571429,817.8285714,3963,6349739
8504.285714,832.0714286,3964.428571,7126080.429
10393.42857,1016.014286,4195,6269508
10516.42857,1027.571429,4404.285714,6194406.286
10419.71429,1018.157143,4469.857143,6998502.857
10410.625,1017.5,4309.625,7613385.625
11158.75,1089.1375,4322.75,7169757.75
10753.5,1050.7375,4487.125,7217153.125
10321.57143,1008.985714,4456.714286,7039271.714
10974,1072.325,4274.125,7190531.125
11243,1098.1,4410.571429,6532886.571
10235.875,1000.35,4223.875,7108583.875
10679.14286,1043.071429,4497,6282235
10317.71429,1008.671429,4086.142857,6326596.143
10772.625,1052.575,4225.75,7188635.75
11120.42857,1086.685714,4247.428571,6195607.429
10073.25,984.8125,4006.25,7179483.25
10191.375,996.1375,4065.125,7121931.125
